,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
2,1,1008.7,,28.8,,81,0.0,0,,,0.0,,,,
3,2,1008.3,,28.1,,85,0.4,111,,,0.0,,,,
4,3,1008.1,,27.6,,86,0.0,0,,,0.0,,,,
5,4,1008.1,,27.5,,85,0.0,0,,,0.0,,,,
6,5,1008.4,,26.7,,90,0.0,0,,,0.0,,,,
7,6,1008.6,,27.0,,88,0.0,0,,,0.0,,,,
8,7,1008.7,,27.8,,82,0.9,74,,,0.0,,,,
9,8,1009.4,,28.7,,81,0.9,346,,,0.0,,,,
10,9,1009.6,,29.9,,77,2.1,357,,,0.0,,,,
11,10,1010.0,,30.4,,73,2.8,349,,,0.0,,,,
12,11,1009.5,,31.3,,69,3.6,339,,,0.0,,,,
13,12,1008.9,,30.9,,70,3.7,337,,,0.0,,,,
14,13,1008.1,,31.3,,68,4.6,344,,,0.0,,,,
15,14,1007.5,,31.0,,71,4.4,335,,,0.0,,,,
16,15,1007.3,,30.3,,73,4.9,341,,,0.0,,,,
17,16,1007.2,,29.9,,76,5.3,345,,,0.0,,,,
18,17,1007.6,,29.6,,79,3.8,348,,,0.0,,,,
19,18,1007.7,,28.6,,85,3.3,344,,,0.0,,,,
20,19,1008.1,,28.4,,87,1.2,328,,,0.0,,,,
21,20,1008.7,,28.6,,86,0.7,328,,,0.0,,,,
22,21,1009.5,,28.1,,88,0.9,360,,,0.0,,,,
23,22,1010.2,,28.2,,85,0.4,334,,,0.0,,,,
24,23,1010.1,,28.3,,85,0.0,0,,,0.0,,,,
25,24,1009.5,,27.9,,87,0.6,254,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-04,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1008.9,,27.7,,87,0.0,0,,,0.0,,,,
3,2,1008.6,,27.4,,89,0.0,0,,,0.0,,,,
4,3,1008.5,,26.8,,92,0.9,45,,,0.0,,,,
5,4,1008.3,,26.8,,92,0.0,0,,,0.0,,,,
6,5,1008.7,,27.2,,91,0.9,105,,,0.0,,,,
7,6,1009.2,,26.3,,94,2.0,352,,,0.0,,,,
8,7,1009.9,,26.4,,86,2.5,356,,,0.0,,,,
9,8,1010.7,,26.7,,83,3.9,355,,,0.0,,,,
10,9,1010.9,,27.5,,80,3.6,2,,,0.0,,,,
11,10,1011.4,,28.0,,80,2.2,9,,,0.0,,,,
12,11,1010.7,,28.7,,77,3.4,351,,,0.0,,,,
13,12,1010.1,,29.2,,74,4.1,6,,,0.0,,,,
14,13,1009.2,,29.6,,76,3.4,1,,,0.0,,,,
15,14,1008.6,,29.4,,75,3.6,9,,,0.0,,,,
16,15,1007.9,,29.3,,74,3.2,3,,,0.0,,,,
17,16,1008.1,,29.1,,74,3.8,3,,,0.0,,,,
18,17,1007.8,,28.7,,77,3.8,357,,,0.0,,,,
19,18,1008.0,,27.6,,82,3.8,358,,,0.0,,,,
20,19,1008.5,,26.9,,82,2.9,358,,,0.0,,,,
21,20,1009.3,,26.3,,84,2.3,351,,,0.0,,,,
22,21,1009.7,,25.9,,85,3.0,356,,,0.0,,,,
23,22,1009.9,,25.5,,86,2.2,349,,,0.0,,,,
24,23,1010.0,,25.3,,87,1.9,15,,,0.0,,,,
25,24,1010.0,,25.0,,88,1.3,17,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-05,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1009.7,,24.9,,88,0.9,23,,,0.0,,,,
3,2,1009.5,,24.6,,90,1.2,15,,,0.0,,,,
4,3,1008.8,,24.5,,91,1.5,344,,,0.0,,,,
5,4,1008.1,,24.2,,93,2.2,348,,,0.0,,,,
6,5,1008.6,,24.2,,92,1.7,15,,,0.0,,,,
7,6,1008.6,,24.2,,92,1.6,331,,,0.0,,,,
8,7,1009.2,,24.4,,91,2.6,360,,,0.0,,,,
9,8,1009.7,,26.0,,85,1.7,26,,,0.0,,,,
10,9,1009.6,,27.9,,79,2.1,24,,,0.0,,,,
11,10,1009.3,,29.1,,74,1.8,1,,,0.0,,,,
12,11,1009.1,,30.3,,69,1.5,342,,,0.0,,,,
13,12,1008.3,,31.4,,66,1.5,343,,,0.0,,,,
14,13,1007.7,,31.7,,67,1.8,326,,,0.0,,,,
15,14,1007.3,,31.6,,67,2.3,322,,,0.0,,,,
16,15,1006.9,,30.8,,71,3.5,330,,,0.0,,,,
17,16,1006.9,,30.6,,70,2.9,328,,,0.0,,,,
18,17,1007.0,,29.3,,76,3.2,339,,,0.0,,,,
19,18,1007.8,,28.6,,81,2.2,323,,,0.0,,,,
20,19,1008.5,,27.5,,85,2.4,331,,,0.0,,,,
21,20,1009.1,,27.2,,88,2.7,337,,,0.0,,,,
22,21,1009.4,,27.3,,87,1.4,317,,,0.0,,,,
23,22,1009.6,,27.1,,87,0.8,288,,,0.0,,,,
24,23,1009.6,,27.0,,88,0.3,248,,,0.0,,,,
25,24,1009.5,,27.0,,88,0.5,221,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-06,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1009.0,,26.7,,89,0.9,181,,,0.0,,,,
3,2,1008.6,,26.7,,89,0.4,160,,,0.0,,,,
4,3,1008.5,,26.4,,90,0.6,172,,,0.0,,,,
5,4,1008.5,,26.4,,91,0.4,158,,,0.0,,,,
6,5,1008.7,,26.0,,93,0.6,91,,,0.0,,,,
7,6,1009.1,,25.6,,93,0.9,66,,,0.0,,,,
8,7,1009.6,,26.0,,93,1.7,12,,,0.0,,,,
9,8,1009.8,,27.8,,84,2.3,19,,,0.0,,,,
10,9,1009.4,,29.2,,77,1.8,9,,,0.0,,,,
11,10,1009.2,,31.1,,69,0.3,332,,,0.0,,,,
12,11,1009.0,,31.3,,65,1.3,305,,,0.0,,,,
13,12,1008.0,,31.5,,67,2.4,319,,,0.0,,,,
14,13,1007.6,,31.7,,67,1.8,307,,,0.0,,,,
15,14,1007.0,,31.5,,69,2.7,310,,,0.0,,,,
16,15,1006.7,,31.2,,72,3.1,314,,,0.0,,,,
17,16,1006.5,,30.6,,73,2.4,322,,,0.0,,,,
18,17,1006.8,,30.2,,73,2.5,339,,,0.0,,,,
19,18,1006.9,,29.4,,79,1.9,328,,,0.0,,,,
20,19,1007.5,,28.2,,87,1.8,331,,,0.0,,,,
21,20,1008.3,,28.2,,88,1.2,313,,,0.0,,,,
22,21,1008.7,,28.3,,87,0.0,0,,,0.0,,,,
23,22,1008.8,,28.4,,87,0.6,175,,,0.0,,,,
24,23,1008.7,,28.6,,85,0.2,0,,,0.0,,,,
25,24,1008.8,,28.0,,89,0.9,170,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-07,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1008.5,,27.7,,90,1.5,174,,,0.0,,,,
3,2,1008.3,,27.7,,89,0.7,126,,,0.0,,,,
4,3,1007.9,,27.4,,90,0.3,100,,,0.0,,,,
5,4,1007.7,,27.3,,89,0.0,0,,,0.0,,,,
6,5,1007.8,,26.4,,92,1.2,335,,,0.0,,,,
7,6,1008.3,,26.2,,93,0.5,50,,,0.0,,,,
8,7,1008.7,,26.7,,93,0.5,337,,,0.0,,,,
9,8,1008.8,,28.3,,88,1.9,348,,,0.0,,,,
10,9,1008.6,,29.8,,76,1.7,359,,,0.0,,,,
11,10,1008.5,,31.9,,67,0.6,192,,,0.0,,,,
12,11,1008.2,,31.3,,70,0.9,279,,,0.0,,,,
13,12,1007.3,,32.5,,64,1.0,255,,,0.0,,,,
14,13,1006.5,,33.9,,55,0.6,232,,,0.0,,,,
15,14,1005.6,,31.9,,70,2.5,334,,,0.0,,,,
16,15,1005.7,,32.6,,65,1.3,331,,,0.0,,,,
17,16,1005.9,,31.8,,68,2.1,344,,,0.0,,,,
18,17,1005.5,,30.9,,71,3.2,331,,,0.0,,,,
19,18,1005.9,,28.9,,80,2.7,344,,,0.0,,,,
20,19,1006.4,,28.1,,83,1.8,336,,,0.0,,,,
21,20,1007.6,,28.1,,84,0.3,352,,,0.0,,,,
22,21,1007.7,,28.3,,83,0.5,209,,,0.0,,,,
23,22,1008.0,,28.0,,83,0.4,309,,,0.0,,,,
24,23,1008.0,,27.5,,81,1.4,332,,,0.0,,,,
25,24,1008.0,,27.0,,84,0.7,22,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-08,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1007.5,,27.1,,82,0.6,57,,,0.0,,,,
3,2,1007.4,,27.5,,81,1.0,110,,,0.0,,,,
4,3,1006.6,,27.5,,86,0.4,154,,,0.0,,,,
5,4,1006.3,,26.0,,93,2.2,336,,,0.0,,,,
6,5,1006.8,,25.7,,91,1.4,21,,,0.0,,,,
7,6,1006.8,,25.5,,89,1.2,7,,,0.0,,,,
8,7,1007.4,,26.4,,86,0.0,0,,,0.0,,,,
9,8,1007.4,,27.2,,84,2.3,350,,,0.0,,,,
10,9,1007.5,,29.1,,78,2.3,358,,,0.0,,,,
11,10,1006.9,,31.1,,70,1.3,356,,,0.0,,,,
12,11,1005.9,,31.5,,67,2.1,350,,,0.0,,,,
13,12,1004.6,,32.1,,66,2.8,312,,,0.0,,,,
14,13,1004.3,,32.8,,66,1.8,309,,,0.0,,,,
15,14,1004.0,,31.8,,69,1.9,295,,,0.0,,,,
16,15,1004.3,,33.4,,61,0.8,187,,,0.0,,,,
17,16,1004.4,,31.9,,66,1.0,181,,,0.0,,,,
18,17,1004.4,,31.5,,70,1.4,178,,,0.0,,,,
19,18,1004.3,,31.0,,74,1.3,168,,,0.0,,,,
20,19,1004.7,,30.1,,81,0.7,329,,,0.0,,,,
21,20,1005.7,,29.4,,86,1.8,180,,,0.0,,,,
22,21,1006.4,,29.0,,87,1.8,173,,,0.0,,,,
23,22,1007.5,,28.6,,87,2.6,175,,,0.0,,,,
24,23,1007.2,,28.3,,86,2.1,178,,,0.0,,,,
25,24,1007.3,,27.6,,88,3.3,178,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-09,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1006.9,,28.2,,78,2.6,174,,,0.0,,,,
3,2,1006.9,,28.5,,78,1.5,161,,,0.0,,,,
4,3,1006.6,,27.7,,80,1.9,127,,,0.0,,,,
5,4,1006.1,,27.6,,80,1.2,120,,,0.0,,,,
6,5,1006.1,,27.4,,79,1.2,78,,,0.0,,,,
7,6,1006.3,,26.9,,79,1.3,65,,,0.0,,,,
8,7,1006.7,,26.9,,81,1.1,359,,,0.0,,,,
9,8,1006.5,,28.0,,74,2.2,11,,,0.0,,,,
10,9,1007.0,,29.4,,75,1.6,350,,,0.0,,,,
11,10,1007.1,,30.3,,68,0.8,321,,,0.0,,,,
12,11,1006.6,,31.3,,65,1.8,193,,,0.0,,,,
13,12,1006.0,,32.5,,62,1.5,196,,,0.0,,,,
14,13,1005.3,,32.8,,62,1.5,224,,,0.0,,,,
15,14,1004.9,,32.2,,69,2.6,193,,,0.0,,,,
16,15,1004.5,,31.5,,67,3.9,186,,,0.0,,,,
17,16,1004.9,,30.8,,69,3.0,196,,,0.0,,,,
18,17,1004.9,,30.1,,74,1.8,192,,,0.0,,,,
19,18,1005.4,,29.9,,74,1.5,175,,,0.0,,,,
20,19,1006.3,,29.6,,74,1.4,171,,,0.0,,,,
21,20,1006.9,,28.8,,77,1.7,179,,,0.0,,,,
22,21,1007.4,,28.3,,79,1.9,174,,,0.0,,,,
23,22,1007.2,,28.1,,80,0.4,172,,,0.0,,,,
24,23,1007.3,,26.7,,88,1.3,357,,,0.0,,,,
25,24,1007.1,,26.7,,87,0.2,0,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-10,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1006.8,,26.6,,87,0.5,15,,,0.0,,,,
3,2,1006.3,,26.7,,86,0.6,82,,,0.0,,,,
4,3,1006.3,,26.7,,85,0.6,82,,,0.0,,,,
5,4,1006.0,,26.3,,87,0.0,0,,,0.0,,,,
6,5,1006.2,,26.1,,84,0.6,81,,,0.0,,,,
7,6,1006.8,,25.8,,85,0.0,0,,,0.0,,,,
8,7,1007.3,,26.2,,83,0.9,65,,,0.0,,,,
9,8,1008.0,,29.0,,72,0.9,70,,,0.0,,,,
10,9,1008.0,,31.4,,63,0.5,29,,,0.0,,,,
11,10,1007.6,,31.3,,63,1.4,3,,,0.0,,,,
12,11,1007.5,,32.9,,57,0.6,300,,,0.0,,,,
13,12,1007.0,,32.3,,60,1.9,343,,,0.0,,,,
14,13,1006.3,,31.1,,77,3.4,340,,,0.0,,,,
15,14,1005.6,,31.2,,72,1.8,320,,,0.0,,,,
16,15,1005.0,,32.3,,67,2.1,299,,,0.0,,,,
17,16,1005.3,,31.0,,71,2.0,308,,,0.0,,,,
18,17,1005.3,,29.6,,76,2.5,323,,,0.0,,,,
19,18,1005.7,,28.9,,76,1.7,333,,,0.0,,,,
20,19,1005.7,,29.2,,77,0.0,0,,,0.0,,,,
21,20,1006.1,,29.3,,75,0.0,0,,,0.0,,,,
22,21,1006.2,,28.9,,76,0.0,0,,,0.0,,,,
23,22,1006.4,,27.8,,84,0.4,349,,,0.0,,,,
24,23,1006.9,,28.0,,82,0.5,215,,,0.0,,,,
25,24,1006.5,,27.8,,83,1.3,183,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-11,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1006.1,,27.9,,84,0.5,178,,,0.0,,,,
3,2,1005.9,,27.9,,86,0.2,0,,,0.0,,,,
4,3,1005.6,,27.4,,90,0.6,171,,,0.0,,,,
5,4,1005.5,,27.2,,91,0.8,167,,,0.0,,,,
6,5,1006.1,,26.6,,93,1.1,48,,,0.0,,,,
7,6,1006.9,,26.5,,89,1.0,85,,,0.0,,,,
8,7,1007.2,,27.3,,85,1.2,79,,,0.0,,,,
9,8,1007.8,,30.2,,74,0.6,68,,,0.0,,,,
10,9,1007.8,,31.2,,65,0.5,181,,,0.0,,,,
11,10,1007.1,,31.3,,63,1.2,346,,,0.0,,,,
12,11,1006.4,,32.3,,62,0.8,335,,,0.0,,,,
13,12,1005.4,,31.6,,72,2.4,324,,,0.0,,,,
14,13,1004.7,,31.8,,69,3.0,318,,,0.0,,,,
15,14,1003.9,,31.7,,65,2.3,290,,,0.0,,,,
16,15,1003.7,,32.8,,59,2.0,291,,,0.0,,,,
17,16,1003.8,,31.5,,66,2.3,294,,,0.0,,,,
18,17,1004.1,,30.3,,66,1.9,325,,,0.0,,,,
19,18,1004.4,,30.4,,65,0.0,0,,,0.0,,,,
20,19,1005.0,,29.9,,75,0.5,182,,,0.0,,,,
21,20,1005.4,,29.4,,72,1.2,207,,,0.0,,,,
22,21,1005.8,,28.6,,79,1.6,192,,,0.0,,,,
23,22,1006.1,,28.4,,81,1.2,168,,,0.0,,,,
24,23,1005.7,,27.8,,82,2.1,179,,,0.0,,,,
25,24,1005.8,,27.9,,81,0.0,0,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-12,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1005.0,,27.6,,82,0.5,102,,,0.0,,,,
3,2,1005.1,,26.2,,91,1.2,345,,,0.0,,,,
4,3,1005.3,,26.2,,91,1.5,343,,,0.0,,,,
5,4,1004.8,,26.3,,91,0.0,0,,,0.0,,,,
6,5,1005.1,,25.8,,87,1.1,356,,,0.0,,,,
7,6,1005.2,,25.9,,87,0.7,328,,,0.0,,,,
8,7,1005.7,,26.3,,85,2.1,12,,,0.0,,,,
9,8,1005.5,,27.7,,81,1.0,15,,,0.0,,,,
10,9,1005.6,,28.6,,78,2.2,357,,,0.0,,,,
11,10,1005.2,,29.3,,74,3.0,360,,,0.0,,,,
12,11,1004.2,,29.6,,72,3.7,357,,,0.0,,,,
13,12,1002.9,,30.3,,71,2.9,347,,,0.0,,,,
14,13,1001.7,,30.6,,70,4.3,351,,,0.0,,,,
15,14,1001.0,,29.8,,76,5.5,344,,,0.0,,,,
16,15,1000.7,,29.5,,76,4.7,347,,,0.0,,,,
17,16,1000.7,,29.2,,77,4.5,352,,,0.0,,,,
18,17,1000.6,,29.0,,71,3.8,359,,,0.0,,,,
19,18,1001.2,,27.9,,71,3.7,1,,,0.0,,,,
20,19,1001.6,,27.2,,70,3.9,359,,,0.0,,,,
21,20,1001.8,,26.4,,72,2.8,351,,,0.0,,,,
22,21,1002.2,,26.1,,77,2.5,350,,,0.0,,,,
23,22,1002.3,,25.9,,76,3.2,360,,,0.0,,,,
24,23,1001.9,,25.5,,76,2.8,2,,,0.0,,,,
25,24,1001.2,,25.1,,76,2.6,353,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-13,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,1000.6,,24.8,,81,1.5,359,,,0.0,,,,
3,2,1000.5,,24.9,,80,2.6,4,,,0.0,,,,
4,3,1000.0,,24.6,,81,2.2,335,,,0.0,,,,
5,4,1000.0,,25.1,,81,2.9,360,,,0.0,,,,
6,5,999.8,,25.1,,80,3.4,360,,,0.0,,,,
7,6,1000.1,,25.3,,80,5.0,355,,,0.0,,,,
8,7,1000.4,,25.6,,78,7.5,356,,,0.0,,,,
9,8,1001.0,,25.5,,80,6.1,358,,,0.0,,,,
10,9,1001.6,,26.0,,78,7.5,2,,,0.0,,,,
11,10,1000.9,,26.7,,77,7.0,355,,,0.0,,,,
12,11,1000.1,,27.3,,76,6.9,351,,,0.0,,,,
13,12,999.4,,27.7,,72,7.5,354,,,0.0,,,,
14,13,998.2,,27.3,,77,7.5,354,,,0.0,,,,
15,14,997.5,,27.6,,75,7.9,1,,,0.0,,,,
16,15,997.1,,27.3,,76,6.3,3,,,0.0,,,,
17,16,996.6,,26.8,,78,7.4,1,,,0.0,,,,
18,17,996.2,,26.2,,81,7.3,358,,,0.0,,,,
19,18,996.1,,26.2,,81,6.2,357,,,0.0,,,,
20,19,997.4,,26.1,,81,5.1,5,,,0.0,,,,
21,20,999.0,,25.6,,85,3.4,13,,,0.0,,,,
22,21,999.8,,24.4,,95,4.4,358,,,3.0,,,,
23,22,1000.2,,24.3,,96,4.2,13,,,2.5,,,,
24,23,999.7,,24.3,,95,4.5,1,,,2.0,,,,
25,24,998.8,,23.9,,96,4.1,6,,,4.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-14,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,997.6,,24.2,,95,5.2,4,,,0.5,,,,
3,2,997.0,,24.4,,93,5.0,358,,,0.0,,,,
4,3,996.2,,24.7,,93,4.3,355,,,0.0,,,,
5,4,996.6,,24.8,,94,1.0,159,,,0.0,,,,
6,5,997.0,,24.6,,95,0.5,183,,,0.0,,,,
7,6,997.2,,24.4,,96,0.0,0,,,0.5,,,,
8,7,997.7,,24.4,,98,0.9,58,,,1.0,,,,
9,8,998.2,,24.6,,97,0.0,0,,,0.0,,,,
10,9,998.6,,25.5,,95,0.0,0,,,0.0,,,,
11,10,999.0,,26.5,,87,0.6,92,,,0.5,,,,
12,11,998.8,,27.8,,82,1.9,169,,,0.0,,,,
13,12,999.1,,26.6,,90,3.0,195,,,0.0,,,,
14,13,998.5,,25.3,,95,3.1,181,,,1.5,,,,
15,14,997.8,,24.5,,98,0.5,155,,,6.0,,,,
16,15,997.6,,25.0,,98,1.0,81,,,1.0,,,,
17,16,998.1,,24.7,,98,1.4,35,,,2.5,,,,
18,17,998.2,,24.9,,98,2.2,19,,,0.5,,,,
19,18,998.6,,24.8,,97,1.3,8,,,0.0,,,,
20,19,998.5,,24.8,,97,0.3,342,,,0.0,,,,
21,20,999.2,,24.8,,97,0.0,0,,,0.0,,,,
22,21,999.3,,25.1,,95,0.3,109,,,0.0,,,,
23,22,999.5,,25.1,,96,0.0,0,,,0.5,,,,
24,23,999.7,,24.9,,97,1.8,189,,,0.5,,,,
25,24,999.7,,24.9,,97,1.6,175,,,0.0,,,,
0,測站:C0K440_二崙,,觀測時間:2017-10-15,,,,,,,,,,,,
0,,Press,temperature,dew point,RH,WD/WS,Precp,SunShine,visibility,,,,,,
1,觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,降水量  (mm)  Precp,降水時數  (hr)  PrecpHour,日照時數  (hr)  SunShine,全天空日射量  (MJ/㎡)  GloblRad,能見度  (km)  Visb
2,1,999.3,,24.9,,97,2.1,173,,,0.5,,,,
3,2,999.7,,24.8,,97,2.9,175,,,1.0,,,,
4,3,999.7,,24.6,,98,0.5,161,,,4.0,,,,
5,4,1000.1,,24.5,,98,1.1,77,,,0.5,,,,
6,5,1001.2,,24.1,,98,0.8,98,,,4.0,,,,
7,6,1001.7,,24.0,,99,0.9,43,,,3.0,,,,
8,7,1002.8,,23.9,,99,0.8,67,,,2.0,,,,
9,8,1003.7,,24.0,,99,0.0,0,,,1.5,,,,
10,9,1005.0,,24.1,,98,1.3,180,,,2.5,,,,
11,10,1004.4,,24.3,,98,1.1,54,,,2.5,,,,
12,11,1004.1,,25.0,,95,1.9,73,,,0.0,,,,
13,12,1003.8,,24.9,,97,1.2,75,,,2.5,,,,
14,13,1003.8,,25.6,,94,0.4,81,,,1.0,,,,
15,14,1003.3,,25.4,,94,1.1,72,,,1.5,,,,
16,15,1003.1,,25.5,,94,1.6,67,,,0.0,,,,
17,16,1003.7,,25.7,,94,0.8,70,,,0.0,,,,
18,17,1004.1,,25.4,,95,0.6,351,,,1.0,,,,
19,18,1004.4,,25.2,,95,0.0,0,,,0.0,,,,
