觀測時間  (LST)  ObsTime,測站氣壓  (hPa)  StnPres,海平面氣壓  (hPa)  SeaPres,氣溫  (℃)  Temperature,露點溫度  (℃)  Td dew point,相對溼度  (%)  RH,風速  (m/s)  WS,風向  (360degree)  WD,最大陣風  (m/s)  WSGust,最大陣風風向  (360degree)  WDGust,全天空日射量  (MJ/㎡)  GloblRad,積溫,成長百分比
17-3-10 12時,1012.2,1015,22.4,18.4,78,1.6,80,6,40,0,986.48958,0.78695
17-3-10 13時,1012.5,1015.3,22.6,18.4,77,1.9,20,5.9,90,0,986.92708,0.78727
17-3-10 14時,1013.1,1015.9,22.4,18,76,1,30,6.2,80,0,987.35208,0.78759
17-3-10 15時,1013.6,1016.4,23,18.4,75,2.1,50,7,20,0.02,987.79792,0.78791
17-3-10 16時,1013.6,1016.4,24.3,18.6,71,0.8,230,9.4,10,0.71,988.27500,0.78823
17-3-10 17時,1013.6,1016.4,25.3,18.9,68,3,50,8,20,1.42,988.77917,0.78855
17-3-10 18時,1013.2,1016,26.5,18.8,63,5.3,80,10.9,100,2.23,989.30625,0.78887
17-3-10 19時,1012.5,1015.3,26.8,19.1,63,6.7,80,11.9,90,2.66,989.84583,0.78919
17-3-10 20時,1011.6,1014.4,27.1,18.8,60,6.5,70,13.5,80,3,990.38542,0.78951
17-3-10 21時,1010.7,1013.5,27.5,19.3,61,6.2,90,12.2,100,3,990.94375,0.78983
17-3-10 22時,1010.1,1012.9,27.2,19.6,63,5.5,90,12.7,100,2.82,991.50208,0.79015
17-3-10 23時,1009.7,1012.5,26.8,19.3,64,5,80,11.8,100,2.25,992.04583,0.79047
17-3-11 0時,1009.8,1012.6,25.9,18.8,65,4.8,90,11.5,80,1.5,992.56042,0.79079
17-3-11 1時,1009.8,1012.6,25.4,19,68,4.2,80,9.6,60,0.86,993.06875,0.79111
17-3-11 2時,1009.9,1012.7,24.7,18.5,68,3.6,70,8.4,70,0.16,993.55208,0.79143
17-3-11 3時,1010.1,1012.9,24,18.2,70,2.6,70,8.1,70,0,994.01458,0.79175
17-3-11 4時,1010.8,1013.6,23.6,19,75,2.6,80,6.4,60,0,994.48542,0.79207
17-3-11 5時,1011.1,1013.9,23.6,18.8,74,1.7,40,5.8,70,0,994.95208,0.79239
17-3-11 6時,1011.4,1014.2,23.5,18.4,73,0.7,60,3.8,60,0,995.40833,0.79271
17-3-11 7時,1011.4,1014.2,22.5,18.5,78,0.4,80,1.9,70,0,995.84583,0.79303
17-3-11 8時,1011.4,1014.2,22.7,18.5,77,2.2,70,4.5,100,0,996.28750,0.79335
17-3-11 9時,1011.2,1014,21.9,18.3,80,0.6,40,4.4,80,0,996.70833,0.79367
17-3-11 10時,1010.6,1013.4,21.1,17.8,81,0.3,70,2.1,30,0,997.10208,0.79399
17-3-11 11時,1010.1,1012.9,20.9,17.4,80,0.1,0,2.1,20,0,997.48333,0.79431
17-3-11 12時,1009.5,1012.3,22.2,18.5,80,1.2,340,3.4,350,0,997.91458,0.79463
17-3-11 13時,1009.3,1012.1,23.6,19.8,79,2.5,330,6.7,350,0,998.40208,0.79495
17-3-11 14時,1009.5,1012.3,24,19.2,75,2.5,340,5.5,340,0,998.88542,0.79527
17-3-11 15時,1009.6,1012.4,24.7,19.8,74,1.7,320,5.6,350,0,999.39583,0.79559
17-3-11 16時,1010,1012.8,26,20.4,71,1.5,310,5.7,330,0.65,999.94583,0.79591
17-3-11 17時,1010.2,1013,27.7,19.5,61,2.3,310,6.5,360,1.33,1000.51250,0.79623
17-3-11 18時,1010.1,1012.9,28.2,19.4,59,2.9,310,8.3,290,2.07,1001.08750,0.79655
17-3-11 19時,1009.7,1012.4,29.5,19.9,56,3,300,8.3,330,2.53,1001.70000,0.79686
17-3-11 20時,1008.7,1011.4,29.4,20.4,58,3.3,280,7.6,280,3,1002.32083,0.79718
17-3-11 21時,1007.8,1010.5,29.8,20.2,56,3.4,290,7,290,3,1002.94583,0.79750
17-3-11 22時,1007.2,1009.9,29.1,21.3,63,2.7,290,7.5,290,2.71,1003.57917,0.79782
17-3-11 23時,1007.1,1009.9,28.1,21.7,68,3.7,290,8,300,2.17,1004.20000,0.79814
17-3-12 0時,1007.3,1010.1,27.6,21.4,69,3.5,300,9.5,280,1.47,1004.80417,0.79846
17-3-12 1時,1007.3,1010.1,26.5,21.5,74,2.3,310,7.9,290,0.66,1005.38750,0.79878
17-3-12 2時,1007.2,1010,25.6,20.8,75,1.6,320,7.1,340,0.01,1005.93750,0.79910
17-3-12 3時,1007.7,1010.5,25.4,21.1,77,1.9,320,6.7,280,0,1006.48958,0.79942
17-3-12 4時,1008.2,1011,25.2,21,78,1.5,310,7.4,330,0,1007.03542,0.79974
17-3-12 5時,1008.6,1011.4,25.1,21.3,79,3.7,340,7.3,330,0,1007.58542,0.80006
17-3-12 6時,1009.2,1012,25.2,21.6,80,3.5,330,8.8,330,0,1008.14375,0.80038
17-3-12 7時,1009.4,1012.2,24.6,20.5,78,3.8,350,7.3,360,0,1008.66667,0.80070
17-3-12 8時,1009.6,1012.4,24.2,20.4,79,3,350,7.3,340,0,1009.17917,0.80102
17-3-12 9時,1009.4,1012.2,23.7,20.4,82,2.9,350,7.6,330,0,1009.68125,0.80134
17-3-12 10時,1009.3,1012.1,23.6,20.1,81,3,350,6.8,340,0,1010.17500,0.80166
17-3-12 11時,1009.3,1012.1,23.3,20.2,83,1.3,350,5.6,360,0,1010.66458,0.80198
17-3-12 12時,1009.7,1012.5,22.5,19.6,84,0.4,60,2.5,340,0,1011.12500,0.80230
17-3-12 13時,1010.2,1013,23.4,19.7,80,0.9,50,3,50,0,1011.60625,0.80262
17-3-12 14時,1011.2,1014,23.5,19.2,77,5,40,10.6,50,0,1012.07917,0.80294
17-3-12 15時,1012.3,1015.1,23,19.2,79,6.7,50,13.9,50,0,1012.54167,0.80326
17-3-12 16時,1013.6,1016.4,22.8,18.9,79,4.7,50,12.9,50,0.5,1012.99375,0.80358
17-3-12 17時,1014.2,1017,23.1,18.1,73,4.2,50,14.3,50,1.1,1013.43542,0.80390
17-3-12 18時,1014,1016.8,22.9,17.5,72,8.2,50,16,70,1.59,1013.86042,0.80422
17-3-12 19時,1014.2,1017,22.7,17.1,71,6.1,50,16.8,50,0.93,1014.27292,0.80454
17-3-12 20時,1013.8,1016.6,22.2,16.9,72,5.9,60,12.3,60,0.69,1014.67083,0.80486
17-3-12 21時,1013,1015.8,22.6,17,71,4.8,70,11.8,70,0.98,1015.07917,0.80518
17-3-12 22時,1012.5,1015.3,22.5,17,71,4.6,60,11.4,70,0.84,1015.48542,0.80550
17-3-12 23時,1012.5,1015.3,22.2,16.7,71,4.8,60,12.6,60,0.96,1015.87917,0.80582
17-3-13 0時,1012.6,1015.4,21.4,16.5,74,4.9,60,14,70,0.53,1016.25208,0.80614
17-3-13 1時,1013,1015.8,20.9,16.5,76,4.5,70,15.2,80,0,1016.61458,0.80646
17-3-13 2時,1013.3,1016.1,21.2,15.7,71,5.3,70,14.4,70,0,1016.96667,0.80678
17-3-13 3時,1014.2,1017,20.8,16.2,75,3.8,60,11.4,60,0,1017.32083,0.80710
17-3-13 4時,1014.5,1017.3,20.8,16.2,75,4.9,60,14,60,0,1017.67500,0.80742
17-3-13 5時,1015,1017.8,20.3,15.9,76,7,50,15.4,50,0,1018.01250,0.80774
17-3-13 6時,1015.5,1018.3,20.3,16,76,5.8,60,15.4,50,0,1018.35208,0.80806
17-3-13 7時,1015.5,1018.4,19.9,15.3,75,5.3,60,15,40,0,1018.66875,0.80838
17-3-13 8時,1015.3,1018.2,19.7,15.4,76,6.6,50,17.6,50,0,1018.98333,0.80870
17-3-13 9時,1014.9,1017.8,19.4,15.3,77,6.6,50,16.5,50,0,1019.28958,0.80902
17-3-13 10時,1015,1017.9,19.4,14.5,73,7.7,50,18,50,0,1019.57917,0.80934
17-3-13 11時,1014.9,1017.8,19.1,14,72,6.1,40,15.9,50,0,1019.85208,0.80966
17-3-13 12時,1014.7,1017.6,19.4,14.2,72,5.2,60,14.9,70,0,1020.13542,0.80998
17-3-13 13時,1015.1,1018,19.2,14.2,73,4.2,50,12.6,40,0,1020.41458,0.81030
17-3-13 14時,1016,1018.9,19.1,13.9,72,6.2,60,13.5,60,0,1020.68542,0.81062
17-3-13 15時,1016.5,1019.4,19.3,14.5,74,5.2,50,14.9,50,0,1020.97292,0.81094
17-3-13 16時,1017,1019.9,19.8,14,69,4.8,60,15.1,70,0,1021.26042,0.81126
17-3-13 17時,1017.4,1020.3,19.8,14.2,70,6,50,16.4,50,0,1021.55208,0.81158
17-3-13 18時,1016.7,1019.5,21,14.7,67,8.9,40,18.2,60,1.45,1021.87917,0.81190
17-3-13 19時,1016.6,1019.4,21.2,14.5,66,6.1,50,19.3,30,1.86,1022.20625,0.81222
17-3-13 20時,1015.9,1018.7,21.5,15,66,7,50,17.1,40,1.6,1022.55000,0.81254
17-3-13 21時,1015.3,1018.1,21.2,14,63,7.8,40,16.8,20,0,1022.86667,0.81286
17-3-13 22時,1014.6,1017.4,22.4,14.2,60,4.8,50,16.8,50,1.29,1023.21250,0.81318
17-3-13 23時,1013.6,1016.4,22.6,14.5,60,4.7,60,14.4,60,1.59,1023.56875,0.81350
17-3-14 0時,1013.6,1016.4,21.9,14.2,62,5.3,50,14,60,0.75,1023.90417,0.81382
17-3-14 1時,1013.8,1016.6,21.3,14.5,65,5.8,40,12.4,40,0,1024.23333,0.81414
17-3-14 2時,1014.2,1017,20.8,14.7,68,5.3,60,10.7,70,0,1024.55625,0.81446
17-3-14 3時,1014.8,1017.6,20.5,14.7,69,4.9,70,14.1,70,0,1024.87292,0.81478
17-3-14 4時,1015.2,1018,20.7,15,70,4.7,50,10.4,40,0,1025.20000,0.81510
17-3-14 5時,1015.7,1018.5,20.5,14.5,68,4.8,40,12.3,50,0,1025.51250,0.81542
17-3-14 6時,1015.8,1018.7,20.2,14.9,72,4.7,30,10.6,50,0,1025.82708,0.81574
17-3-14 7時,1015.5,1018.4,20,14.9,72,6.7,40,13.3,40,0,1026.13750,0.81606
17-3-14 8時,1014.9,1017.7,20.5,14.2,67,3.2,40,13.9,50,0,1026.44375,0.81638
17-3-14 9時,1014.1,1016.9,20.2,14.6,70,5.1,70,11.8,80,0,1026.75208,0.81670
17-3-14 10時,1014,1016.9,19.4,15,76,3,80,10.2,50,0,1027.05208,0.81702
17-3-14 11時,1013.4,1016.2,19.7,15.3,76,5.3,80,11.7,80,0,1027.36458,0.81734
17-3-14 12時,1013.4,1016.2,20.4,14.9,71,4.4,60,11.7,70,0,1027.68333,0.81766
17-3-14 13時,1013.9,1016.7,20.6,15.2,71,1.9,50,7.6,80,0,1028.01250,0.81798
17-3-14 14時,1014.5,1017.3,20.6,14.9,70,1.4,30,5.6,40,0,1028.33542,0.81830
17-3-14 15時,1014.9,1017.7,21.5,15.1,67,2,40,5.2,40,0,1028.68125,0.81862
17-3-14 16時,1014.9,1017.7,22.1,15.8,67,4,100,7,100,0.29,1029.05417,0.81894
17-3-14 17時,1015.3,1018.1,22.4,15.8,66,3.8,90,7.9,100,0.61,1029.43333,0.81926
17-3-14 18時,1015.2,1018,22.8,16.2,66,4.7,90,8.2,70,0.62,1029.82917,0.81958
17-3-14 19時,1014.4,1017.2,24.5,17.1,63,5.7,90,9.9,100,1.49,1030.27917,0.81990
17-3-14 20時,1013.9,1016.7,24.1,16.8,64,5.2,80,10.7,100,1.58,1030.71458,0.82022
17-3-14 21時,1012.5,1015.3,25.2,17.4,62,6.2,100,11.2,90,2.98,1031.18542,0.82054
17-3-14 22時,1011.9,1014.7,25.1,17.2,62,5.5,80,11,100,2.72,1031.65000,0.82086
17-3-14 23時,1011.9,1014.7,24.5,17,63,4.3,80,11.1,80,2.21,1032.09792,0.82118
17-3-15 0時,1011.6,1014.4,24,16.3,62,3.2,80,8.6,100,1.45,1032.52083,0.82150
17-3-15 1時,1012.4,1015.2,23.4,16.2,64,2.5,60,7.1,120,0.41,1032.92917,0.82182
17-3-15 2時,1013,1015.8,23,16.3,66,1.7,70,5.4,120,0,1033.33125,0.82214
17-3-15 3時,1013.6,1016.4,22.8,16.5,68,2.6,100,5,90,0,1033.73333,0.82246
17-3-15 4時,1014.2,1017,22.6,16.7,69,1.9,80,4.7,70,0,1034.13542,0.82278
17-3-15 5時,1014.8,1017.6,22.3,16.8,71,1.1,30,3.4,90,0,1034.53333,0.82310
17-3-15 6時,1015,1017.8,22.2,17.1,73,1.8,20,3,40,0,1034.93542,0.82342
17-3-15 7時,1015.1,1017.9,22.1,17,73,1.2,80,5.5,80,0,1035.33333,0.82374
17-3-15 8時,1015.2,1018,21.8,17.3,76,1,40,4.3,80,0,1035.73125,0.82406
17-3-15 9時,1014.5,1017.3,21.7,17.3,76,0.9,350,2.5,40,0,1036.12708,0.82438
17-3-15 10時,1014.6,1017.4,21.9,17.6,77,1.5,350,3.5,10,0,1036.53333,0.82470
17-3-15 11時,1014.3,1017.1,21.7,17.5,77,1.9,10,4.8,20,0,1036.93333,0.82502
17-3-15 12時,1014.2,1017,21.7,17.3,76,0.8,360,4.1,40,0,1037.32917,0.82534
17-3-15 13時,1014.6,1017.4,21.7,17.4,77,1,V,3.2,340,0,1037.72708,0.82566
17-3-15 14時,1015.2,1018,21.5,17.7,79,0.9,90,6.8,90,0,1038.12708,0.82598
17-3-15 15時,1015.7,1018.5,21.6,18.2,81,3.2,80,7.3,90,0,1038.53958,0.82630
17-3-15 16時,1016.1,1018.9,22.3,18.5,79,2,110,7.2,60,0.59,1038.97292,0.82662
17-3-15 17時,1016.3,1019.1,24,18.5,71,3.5,60,8.6,80,1.19,1039.44167,0.82694
17-3-15 18時,1015.9,1018.7,25.9,18,62,4.3,60,9.3,90,2.24,1039.93958,0.82726
17-3-15 19時,1015.3,1018.1,26.1,18.7,64,4.8,60,11.9,70,2.6,1040.45625,0.82758
17-3-15 20時,1014.9,1017.7,26.6,18.4,61,4.1,80,10.9,70,2.98,1040.97708,0.82789
17-3-15 21時,1014,1016.8,27,17.8,57,5.4,90,10.9,120,2.91,1041.49375,0.82821
17-3-15 22時,1013.3,1016.1,26.6,18.1,60,4.3,60,10.7,70,2.75,1042.00833,0.82853
17-3-15 23時,1013.1,1015.9,26.5,18.3,61,3.6,60,10.6,70,2.2,1042.52500,0.82885
17-3-16 0時,1013.4,1016.2,25.9,18,62,3.9,70,9.2,120,1.46,1043.02292,0.82917
17-3-16 1時,1013.9,1016.7,24.9,17.4,63,3.3,70,8.8,60,0.8,1043.48750,0.82949
17-3-16 2時,1014,1016.8,23.9,17.9,69,3.2,60,7.7,60,0.32,1043.94167,0.82981
17-3-16 3時,1015.1,1017.9,23.7,18.3,72,2.4,50,6.4,70,0,1044.40000,0.83013
17-3-16 4時,1015.6,1018.4,23.1,18.3,74,3.5,70,8.2,60,0,1044.84583,0.83045
17-3-16 5時,1016.4,1019.2,23.1,18.3,74,1.5,90,9.1,70,0,1045.29167,0.83077
17-3-16 6時,1016.6,1019.4,22.9,18.4,76,1.5,20,5.3,50,0,1045.73542,0.83109
17-3-16 7時,1016.3,1019.1,22.9,18.6,77,1.1,20,3.9,20,0,1046.18333,0.83141
17-3-16 8時,1015.7,1018.5,23,18.2,74,1.8,30,6.4,20,0,1046.62500,0.83173
17-3-16 9時,1015.4,1018.2,23.1,18.2,74,2.7,50,10.9,70,0,1047.06875,0.83205
17-3-16 10時,1014.6,1017.4,23.6,18.2,72,4.2,80,10.1,70,0,1047.52292,0.83237
17-3-16 11時,1015,1017.8,23.4,18.3,73,4.1,70,9.9,110,0,1047.97500,0.83269
17-3-16 12時,1015.2,1018,23,18,73,1,280,10.8,90,0,1048.41250,0.83301
17-3-16 13時,1015.7,1018.5,23.1,18.2,74,1.8,50,5.1,10,0,1048.85625,0.83333
17-3-16 14時,1015.4,1018.2,23,18.4,75,4.6,90,9,90,0,1049.30208,0.83365
17-3-16 15時,1016.7,1019.5,23.8,18.8,74,1.9,80,6.8,90,0.13,1049.77292,0.83397
17-3-16 16時,1017,1019.8,24.9,18.6,68,4,70,9,70,0.68,1050.26250,0.83429
17-3-16 17時,1017.3,1020.1,25.1,18.5,67,2,80,10.9,60,0.59,1050.75417,0.83461
17-3-16 18時,1017.9,1020.7,24.8,18.9,70,2.7,60,9.9,80,0.88,1051.24792,0.83493
17-3-16 19時,1016.9,1019.7,24.3,19.3,74,3.3,90,6.5,60,0.51,1051.73958,0.83525
17-3-16 20時,1016.3,1019.1,25.6,19.6,69,3.3,50,8.6,100,1.75,1052.26458,0.83557
17-3-16 21時,1015.9,1018.7,27.6,20.6,66,2,80,7.1,60,1.7,1052.85208,0.83589
17-3-16 22時,1015,1017.8,26.2,19.5,67,2.6,80,7.4,90,0.83,1053.38750,0.83621
17-3-16 23時,1014.7,1017.5,26.4,20.2,69,2.6,100,6.1,110,0.73,1053.94167,0.83653
17-3-17 0時,1014.2,1017,27,20.1,66,2.9,120,6.8,120,1.05,1054.50625,0.83685
17-3-17 1時,1014.3,1017.1,25.6,19.6,69,3,110,6.5,80,0.3,1055.03125,0.83717
17-3-17 2時,1014.2,1017,25.1,19.6,72,3.2,100,5.8,110,0,1055.54583,0.83749
17-3-17 3時,1014.4,1017.2,24.6,19.7,74,2.6,100,7,120,0,1056.05208,0.83781
17-3-17 4時,1014.7,1017.5,24.7,19.9,75,1.2,110,7.7,100,0,1056.56458,0.83813
17-3-17 5時,1015.4,1018.2,24.7,19.9,75,0.7,130,4.9,90,0,1057.07708,0.83845
17-3-17 6時,1015.8,1018.6,24.5,19.7,75,0.8,360,4,100,0,1057.58125,0.83877
17-3-17 7時,1015.2,1018,24.2,19.8,76,1.5,100,4.2,130,0,1058.08125,0.83909
17-3-17 8時,1015.4,1018.2,24.3,19.9,76,1.9,100,3.9,90,0,1058.58542,0.83941
17-3-17 9時,1015.4,1018.2,24.4,20.1,77,2.2,100,5.2,100,0,1059.09583,0.83973
17-3-17 10時,1015.1,1017.9,24.1,20,78,0.3,340,3.1,100,0,1059.59792,0.84005
17-3-17 11時,1015.2,1018,24.1,19.6,76,1.2,20,2.8,30,0,1060.09167,0.84037
17-3-17 12時,1015.3,1018.1,23.7,19.8,79,0.3,40,2.7,10,0,1060.58125,0.84069
17-3-17 13時,1016,1018.8,23.2,19.7,81,0.6,60,2.2,50,0,1061.05833,0.84101
17-3-17 14時,1016.4,1019.2,22.9,19.6,82,0.2,0,2.7,30,0,1061.52708,0.84133
17-3-17 15時,1016.7,1019.5,23.7,19.5,77,1.4,80,3,90,0,1062.01042,0.84165
17-3-17 16時,1017,1019.8,25.9,20.8,74,0.1,0,2.7,110,0.48,1062.56667,0.84197
17-3-17 17時,1017.1,1019.9,27,20.9,69,2.9,80,5.4,100,1.3,1063.14792,0.84229
17-3-17 18時,1016.4,1019.2,27.4,21.4,70,3.6,90,8.8,120,1.61,1063.74792,0.84261
17-3-17 19時,1015.9,1018.7,27.6,21.5,69,3.8,90,8.2,120,1.77,1064.35417,0.84293
17-3-17 20時,1015,1017.8,26.7,21.4,73,3.5,110,8.9,110,1.09,1064.93958,0.84325
17-3-17 21時,1014.1,1016.9,26.6,21.3,73,4.2,100,8.8,100,1.08,1065.52083,0.84357
17-3-17 22時,1013.5,1016.3,27.6,20.8,67,3.5,130,8.9,60,1.55,1066.11250,0.84389
17-3-17 23時,1013.2,1016,27.5,20.1,64,3.2,130,9.3,120,1.52,1066.68750,0.84421
17-3-18 0時,1013.7,1016.5,27,19.9,65,3,110,8.7,90,0.91,1067.24792,0.84453
17-3-18 1時,1013.9,1016.7,26.6,20.1,68,2.5,120,6.5,120,0.54,1067.80417,0.84485
17-3-18 2時,1014.3,1017.1,25.7,20.1,71,1.9,140,4.6,130,0,1068.34167,0.84517
17-3-18 3時,1014.8,1017.6,25.5,20.5,74,1.5,130,5,130,0,1068.88333,0.84549
17-3-18 4時,1015.6,1018.4,25.3,20.4,74,0.8,140,4,110,0,1069.41875,0.84581
17-3-18 5時,1015.9,1018.7,25.2,20.5,75,0.8,130,2.5,110,0,1069.95417,0.84613
17-3-18 6時,1015.9,1018.7,25.1,20.5,76,0.5,110,2.3,140,0,1070.48750,0.84645
17-3-18 7時,1015.6,1018.4,24.9,20.5,77,0.9,120,2.6,120,0,1071.01667,0.84677
17-3-18 8時,1015.2,1018,24.6,20.4,77,0.8,130,2.3,120,0,1071.53750,0.84709
17-3-18 9時,1014.6,1017.4,23.6,20.9,85,1.4,110,5.6,110,0,1072.04792,0.84741
17-3-18 10時,1013.9,1016.7,23.6,20.5,83,2.1,110,4.1,90,0,1072.55000,0.84773
17-3-18 11時,1013.2,1016,23.5,20.6,84,2.9,100,5.8,90,0,1073.05208,0.84805
17-3-18 12時,1012.9,1015.7,23.7,20.3,81,1.6,170,6.4,110,0,1073.55208,0.84837
17-3-18 13時,1012.1,1014.9,23.7,20.5,82,2.1,120,7,110,0,1074.05625,0.84869
17-3-18 14時,1013.2,1016,24.1,20.4,80,1.7,70,8.9,60,0,1074.56667,0.84901
17-3-18 15時,1013.3,1016.1,24.2,20.4,79,2.3,130,6.1,100,0,1075.07917,0.84933
17-3-18 16時,1013.9,1016.7,25.1,20.8,77,1.4,110,5.2,110,0.17,1075.61875,0.84965
17-3-18 17時,1014.4,1017.2,26.7,20.4,68,2.8,140,6.4,140,1.06,1076.18333,0.84997
17-3-18 18時,1013.9,1016.7,27.5,20.4,65,2.5,130,6.7,100,1.51,1076.76458,0.85029
17-3-18 19時,1013.1,1015.9,27.9,19.6,61,4.1,180,7.6,170,1.63,1077.33750,0.85061
17-3-18 20時,1012.6,1015.4,29.5,20.4,58,3.5,180,7.1,180,2.89,1077.96042,0.85093
17-3-18 21時,1011.5,1014.3,29.5,21,60,3,180,7.1,180,3,1078.59583,0.85125
17-3-18 22時,1010.6,1013.4,28.7,20.1,60,3.4,190,7.5,160,2.79,1079.19583,0.85157
17-3-18 23時,1010.4,1013.2,27.5,20.4,65,2.5,170,7.2,180,2.11,1079.77708,0.85189
17-3-19 0時,1010.5,1013.3,28.3,19.5,59,2.5,220,6.2,170,1.48,1080.35625,0.85221
17-3-19 1時,1010.9,1013.7,26.7,19.2,63,2.3,240,5.2,230,0.77,1080.89583,0.85253
17-3-19 2時,1011.4,1014.2,26.4,19.4,65,1.5,240,4.3,220,0,1081.43333,0.85285
17-3-19 3時,1012,1014.8,26.1,19.9,69,1.1,250,3.3,230,0,1081.97500,0.85317
17-3-19 4時,1012.5,1015.3,25.7,20.1,71,0.2,0,2.6,230,0,1082.51250,0.85349
17-3-19 5時,1013,1015.8,24.8,19.8,74,0.5,100,1.7,130,0,1083.02500,0.85381
17-3-19 6時,1013.2,1016,25,20,74,1,120,2.9,100,0,1083.54583,0.85413
17-3-19 7時,1013.2,1016,24.7,20,75,1.6,110,3.3,110,0,1084.06042,0.85445
17-3-19 8時,1012.9,1015.7,24.7,20.1,76,1,100,2.9,90,0,1084.57708,0.85477
17-3-19 9時,1012.4,1015.2,24.7,20.4,77,1.1,110,2.1,110,0,1085.10000,0.85509
17-3-19 10時,1011.7,1014.5,24.3,20.2,78,0.8,30,2.3,100,0,1085.61042,0.85541
17-3-19 11時,1011.4,1014.2,24.3,20.3,78,0.2,0,1.7,80,0,1086.12292,0.85573
17-3-19 12時,1011.7,1014.5,24.1,20.4,80,0.4,50,2.2,110,0,1086.63333,0.85605
17-3-19 13時,1012.2,1015,24.1,20.5,80,0.3,10,2.1,50,0,1087.14583,0.85637
17-3-19 14時,1012.6,1015.4,23.4,20.1,82,0.1,0,1.6,70,0,1087.63542,0.85669
17-3-19 15時,1013.6,1016.4,23.3,20.3,83,0.1,0,1.7,80,0,1088.12708,0.85701
17-3-19 16時,1014.1,1016.9,25.3,21,77,0.1,0,1.4,90,0.53,1088.67500,0.85733
17-3-19 17時,1014.1,1016.9,27.6,21.5,69,1.4,310,3.2,110,1.13,1089.28125,0.85765
17-3-19 18時,1013.8,1016.6,28.5,21.4,65,1,180,3.3,170,1.45,1089.90417,0.85797
17-3-19 19時,1013.2,1016,29.7,21.4,61,1.8,130,5.2,120,2.17,1090.55208,0.85829
17-3-19 20時,1012.4,1015.1,30.6,21.3,58,4.7,90,9.1,110,3.29,1091.21667,0.85861
17-3-19 21時,1011.8,1014.5,29.9,20.6,57,4.8,30,10.7,40,2.89,1091.85208,0.85893
17-3-19 22時,1011.8,1014.6,27,20.7,68,5.8,50,12.6,40,1.48,1092.42917,0.85924
17-3-19 23時,1010.9,1013.7,26.1,20.5,71,5.3,50,14.1,40,0.94,1092.98333,0.85956
17-3-20 0時,1011.2,1014,24.4,19.9,76,8.3,40,20.6,40,0.91,1093.48958,0.85988
17-3-20 1時,1011.7,1014.5,24.1,19.4,75,8.6,50,19,40,0.49,1093.97917,0.86020
17-3-20 2時,1012.3,1015.1,23.3,19.2,78,8,60,19.1,60,0.01,1094.44792,0.86052
17-3-20 3時,1012.4,1015.2,23,19,78,7.7,60,17.4,50,0,1094.90625,0.86084
17-3-20 4時,1012.9,1015.7,22.4,18.7,80,5.4,50,17.5,40,0,1095.34583,0.86116
17-3-20 5時,1013.8,1016.6,22.4,18.6,79,8.4,60,19.4,60,0,1095.78333,0.86148
17-3-20 6時,1013.9,1016.7,22.2,18.1,78,8.5,60,19.1,70,0,1096.20625,0.86180
17-3-20 7時,1013.5,1016.3,22,17.7,77,8.6,60,20.9,70,0,1096.61667,0.86212
17-3-20 8時,1013,1015.8,21.8,17.9,79,7.8,60,18.6,30,0,1097.02708,0.86244
17-3-20 9時,1012.7,1015.5,22.1,18,78,8,60,18.9,40,0,1097.44583,0.86276
17-3-20 10時,1012.2,1015,22,17.6,76,7.5,60,17.9,70,0,1097.85417,0.86308
17-3-20 11時,1012.2,1015,22,17.8,77,6.3,50,15.2,90,0,1098.26667,0.86340
17-3-20 12時,1011.6,1014.4,21.8,17.1,75,6.9,50,15.1,40,0,1098.66042,0.86372
17-3-20 13時,1011.6,1014.4,22.1,17.2,74,6.1,60,18.5,40,0,1099.06250,0.86404
17-3-20 14時,1011.8,1014.6,22.2,17.3,74,6.4,40,15.6,40,0,1099.46875,0.86436
17-3-20 15時,1012.2,1015,22.8,17.6,72,6.8,50,14,20,0.15,1099.89375,0.86468
17-3-20 16時,1012.8,1015.6,24,18.2,70,4.7,70,14.9,50,0.78,1100.35625,0.86500
17-3-20 17時,1013,1015.8,24.4,19.2,73,7.3,80,14.8,80,1.71,1100.84792,0.86532
17-3-20 18時,1012.9,1015.7,25.7,19.4,68,7.7,70,15.3,70,2.19,1101.37083,0.86564
17-3-20 19時,1012.8,1015.6,26.4,19.5,66,5.5,80,14.9,90,2.92,1101.91042,0.86596
17-3-20 20時,1012.1,1014.9,27,19.4,63,6.8,80,14.1,100,3.01,1102.46042,0.86628
17-3-20 21時,1011.3,1014.1,27.3,19.8,64,6.1,90,14.4,50,2.17,1103.02500,0.86660
17-3-20 22時,1010.6,1013.4,27.4,19.7,63,6.6,90,13.7,80,2.73,1103.58958,0.86692
17-3-20 23時,1010,1012.8,27.4,19.9,64,6.2,80,13.1,70,2.42,1104.15833,0.86724
17-3-21 0時,1009.9,1012.7,26.5,19.6,66,7,80,13.4,90,1.78,1104.70208,0.86756
17-3-21 1時,1010.1,1012.9,25.3,19.3,69,5.9,90,11.9,80,0.8,1105.21458,0.86788
17-3-21 2時,1010.1,1012.9,24.8,19.4,72,4.1,90,11.6,70,0,1105.71875,0.86820
17-3-21 3時,1011.2,1014,24.8,19.7,73,2.8,100,8.4,80,0,1106.22917,0.86852
17-3-21 4時,1011.4,1014.2,24.4,20.2,77,3.8,70,9,90,0,1106.74167,0.86884
17-3-21 5時,1012,1014.8,24.2,19.8,76,3,70,7.5,80,0,1107.24167,0.86916
